nm_Kit_ID,Easting,Northing,nm_Sampling_Date,fht_eDNA_survey_date,datecomp,fht_Site_comb,nm_Pond_Name,namedist,fht_Site_number,fht_Site_Name,Company,Sampler_Name,Sampling_DateTime,Arrival_Date,num_tubes,Damaged_tubes,Liquid_in_bag,Tubes_labelled,Tubes_filled,Additional_notes,Lab_work_Started,IPC_Positive_out_of_12,GCN_Positive_out_of_12,GCN_Status,GCN_Square,Site_number_CHECK,Surveyor,1_km_square,Grid_reference,eDNA_score,GCN_test_result,Positive_no_kit,Kit_negative,Newt_Positive_sites,Newt_Negative_sites,HSI1_Pond_location,HSI2_Pond_area,HSI3_Pond_drying,HSI4_Water_quality,HSI5_Shade,HSI6_Waterfowl,HSI7_Fish,HSI8_Pond_count,HSI9_Terrestrial_habitat,HSI10_Macrophytes,DIMITRIOS_HSI,NO_HSI_REASON,SITE_FROM_DIMITRIOS,Inflow_present,Outflow_present,Nitrate,Phosphate,Clean,N,P
FHT469,471232,229752,2017-06-22 00:00,2017-06-22 00:00,MATCH,29 WARDENS FARM.1,29 - Wardens Farm 1,0.155572755,29,WARDENS FARM.1,Freshwater Habitats Trust,AH,2017-06-22 10:30,2017-07-03 00:00,6,No,No,Yes,No,NA,2017-07-04 00:00,1,0,Inconclusive,positive,29,Adrianna,SP7129,SP7123229752,0,Negative,FALSE,TRUE,Negative,NA,1,450,1,2,100,3,3,3,3,10,0.601163201,NA,29,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT439,472057,220164,2017-05-27 00:00,2017-05-27 00:00,MATCH,26 DODDERSHALL HOUSE.1,26 Doddershall House (SP2057 201164),0.154040404,26,DODDERSHALL HOUSE.1,Freshwater Habitats Trust,AH,2017-05-27 14:30,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-05 00:00,12,0,Negative,positive,26,Adrianna,SP7220,SP7205720164,0,Negative,FALSE,TRUE,Negative,NA,1,660,1,4,70,2,1,6,3,5,0.507405318,NA,26,N,N,<0.2,0.5-1,1,0.1,0.75
FHT894,468201,183743,2017-06-10 00:00,2017-06-10 00:00,MATCH,950 Stoke Row Busgrove,Stoke Row Busgrove,0.153198653,950,Stoke Row Busgrove,Freshwater Habitats Trust,Jeremy,2017-06-10 17:00,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,12,0,Negative,negative,950,Jeremy,SU6883,SU6820183743,0,Negative,FALSE,TRUE,NA,Negative,1,50,3,3,100,3,4,>12,4,0,0.537427154,NA,950,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT409,474594,206734,2017-05-15 00:00,2017-05-15 00:00,MATCH,287 DOVE HOUSE FARM,287 Dove House Farm (SP74594 06734),0.152380952,287,DOVE HOUSE FARM,Freshwater Habitats Trust,AH,2017-05-15 16:00,2017-05-25 00:00,6,No,No,Yes,Yes,NA,2017-05-30 00:00,12,12,Positive,negative,287,Adrianna,SP7406,SP7459406734,12,Positive,FALSE,FALSE,NA,Positive,1,1000,1,4,30,2,3,2,3,100,0.802491155,NA,287,N,N,<0.2,0.5-1,1,0.1,0.75
FHT565,506280,243630,2017-05-18 00:00,2017-05-18 00:00,MATCH,33 Bedford Road Pond,33- 5 Bedford Road Pond,0.151811594,33,Bedford Road Pond,Freshwater Habitats Trust,HJ,2017-05-18 14:45,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,0,Negative,negative,33,Hanna,TL0643,TL06284363,0,Negative,FALSE,TRUE,NA,Negative,1,75,3,2,60,3,4,9,4,0,0.63032353,NA,33,N,N,<0.2,0.2-0.5,1,0.1,0.35
FHT893,470298,187099,2017-06-10 00:00,2017-06-10 00:00,MATCH,956 Nettlebed Complex,Nettlebed Complex,0.151727358,956,Nettlebed Complex,Freshwater Habitats Trust,Jeremy,2017-06-10 16:15,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-29 00:00,12,0,Negative,negative,956,Jeremy,SU7087,SU7029887099,0,Negative,FALSE,TRUE,NA,Negative,1,150,3,4,50,3,3,>12,4,10,0.725141241,NA,956,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT423,464563,239431,2017-06-09 00:00,2017-06-09 00:00,MATCH,546 WHITFIELD WOOD,546 Whitfield Wood (SP6456339431),0.151515152,546,WHITFIELD WOOD,Freshwater Habitats Trust,AH,2017-06-09 13:30,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,8,Positive,negative,546,Adrianna,SP6439,SP6456339431,8,Positive,FALSE,FALSE,NA,Positive,1,160,4,4,90,3,4,2,4,100,0.591920515,NA,546,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT582,497040,253860,2017-05-17 00:00,2017-05-17 00:00,MATCH,278 Barn Farm Pond,278 Barn Farm Pond (SP 9704 5386),0.151515152,278,Barn Farm Pond,Freshwater Habitats Trust,HJ,2017-05-17 16:00,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-01 00:00,12,0,Negative,negative,278,Hanna,SP9753,SP97045386,0,Negative,FALSE,TRUE,NA,Negative,1,220,3,2,90,3,4,2,2,20,0.546946763,NA,278,N,N,0.2-0.5,<0.02,2,0.35,0.01
FHT730,452903,207221,2017-06-03 00:00,2017-06-03 00:00,MATCH,755 755 - Milham Ford Upper,755 - Milham Ford Upper,0.150831991,755,755 - Milham Ford Upper,Freshwater Habitats Trust,JB,2017-06-03 15:30,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-22 00:00,12,0,Negative,negative,755,JB,SP5207,SP5290307221,0,Negative,FALSE,TRUE,NA,Negative,1,160,2,3,0,2,3,0,3,40,0.45988776,NA,755,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT1063,516690,245030,2017-06-15 00:00,2017-06-15 00:00,MATCH,538 GM Grower Pond,538 - CM Growers Pond,0.150638033,538,GM Grower Pond,Freshwater Habitats Trust,HW,2017-06-15 13:30,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-04 00:00,12,0,Negative,negative,538,Hannah,TL1645,TL16694503,0,Negative,FALSE,TRUE,NA,Negative,1,100,4,4,0,3,4,14,1,0,0.37828152,NA,538,N,N,<0.2,0.2-0.5,1,0.1,0.35
FHT572,521320,242980,2017-06-16 00:00,2017-06-16 00:00,MATCH,146 146 Stratton Farm Pond,146 Stratton Farm Pond,0.1497669,146,146 Stratton Farm Pond,Freshwater Habitats Trust,HJ,2017-06-16 16:00,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,12,0,Negative,positive,146,Hanna,TL2142,TL21324298,0,Negative,FALSE,TRUE,Negative,NA,1,80,1,3,0,2,2,7,3,5,0.6020158,NA,146,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT859,449463,209842,2017-06-03 00:00,2017-06-03 00:00,MATCH,757 757 - Wolvercote Green,757 - Wolvercote Green,0.1497669,757,757 - Wolvercote Green,Freshwater Habitats Trust,Jeremy,2017-06-03 17:00,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-22 00:00,11,0,Negative,negative,757,Jeremy,SP4909,SP4946309842,0,Negative,FALSE,TRUE,NA,Negative,1,2146,1,3,55,3,2,0,3,80,0.749895066,NA,756,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT1082,498100,250540,2017-06-12 00:00,2017-06-12 00:00,MATCH,789 Mount Pleasant FM East,789 - Mount Pleasantful East,0.148534799,789,Mount Pleasant FM East,Freshwater Habitats Trust,PJW,2017-06-12 10:00,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-29 00:00,11,5,Positive,negative,789,Penny/Jeremy,SP9850,SP98105054,5,Positive,FALSE,FALSE,NA,Positive,1,280,3,4,45,3,2,12,3,18,0.691152887,NA,789,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT404,483631,214395,2017-05-12 00:00,2017-05-12 00:00,MATCH,188 NEW DEVELOPMENT,188 New Development (SP8363114395),0.147058824,188,NEW DEVELOPMENT,Freshwater Habitats Trust,AH,2017-05-12 16:30,2017-05-25 00:00,6,No,No,Yes,Yes,NA,2017-05-30 00:00,3,0,Inconclusive,positive,188,Adrianna,SP8314,SP8363114395,0,Inconclusive,FALSE,FALSE,Inconclusive,NA,1,430,2,3,45,2,3,2,3,60,0.778523679,NA,188,N,N,<0.2,0.2-0.5,1,0.1,0.35
FHT568,506440,257320,2017-05-23 00:00,2017-05-23 00:00,MATCH,531 Far Thatch Pond,531 Far Thatch Pond (TL 0644 5732),0.147058824,531,Far Thatch Pond,Freshwater Habitats Trust,HJ,2017-05-23 12:00,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-02 00:00,12,1,Positive,negative,531,Hanna,TL0657,TL06445732,1,Positive,FALSE,FALSE,NA,Positive,1,40,2,2,90,3,2,>12,2,1,0.460757387,NA,531,N,N,<0.2,0.2-0.5,1,0.1,0.35
FHT887,502570,261290,2017-06-11 00:00,2017-06-11 00:00,MATCH,327 Riseley 3,327 - Riseley 3,0.147008547,327,Riseley 3,Freshwater Habitats Trust,PSW,2017-06-11 15:00,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-07-11 00:00,12,1,Positive,negative,327,Hannah,TL0261,TL02576129,1,Positive,FALSE,FALSE,NA,Positive,1,110,4,3,100,3,4,3,2,60,0.471346206,NA,327,N,N,<0.2,0.5-1,0,0.1,0.75
FHT1074,502931,240497,2017-06-22 00:00,2017-06-22 00:00,MATCH,892 Manor Farm Pond (Ampthill),Manor Farm Pond (Ampthill),0.147008547,892,Manor Farm Pond (Ampthill),Freshwater Habitats Trust,HW,2017-06-22 09:00,2017-07-03 00:00,6,No,No,Yes,No,NA,2017-07-06 00:00,12,0,Negative,negative,892,Hannah,TL0240,TL0293140497,0,Negative,FALSE,TRUE,NA,Negative,1,240,2,1,95,3,3,11,2,0,0.687988811,NA,892,N,N,<0.2,1+,1,0.1,1.1
FHT1050,511350,237480,2017-06-16 00:00,2017-06-16 00:00,MATCH,359 359 - Beadlow Golf Course,359 - Beadlow Golf Course,0.145977011,359,359 - Beadlow Golf Course,Freshwater Habitats Trust,HW,2017-06-16 09:45,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-04 00:00,12,0,Negative,negative,359,Hannah,TL1137,TL11353748,0,Negative,FALSE,TRUE,NA,Negative,1,5730,1,2,0,1,1,8,2,<1,0.685369411,NA,356,N,N,02-Jan,<0.02,1,1.5,0.01
FHT956,467415,193557,2017-06-15 00:00,2017-06-15 00:00,MATCH,931 Dennis Cottage,Dennis Cottage,0.145502646,931,Dennis Cottage,Freshwater Habitats Trust,Iain Naismith,2017-06-15 17:39,2017-06-23 00:00,6,No,No,Yes,Yes,NA,2017-06-22 00:00,12,0,Negative,negative,931,PN,SU6793,SU6741593557,0,Negative,FALSE,TRUE,NA,Negative,1,8400,1,1,30,2,3,9,3,1,0.427906584,NA,927,Y,N,10-May,0.1-0.2,0,7.5,0.15
FHT592,510157,249061,2017-05-18 00:00,2017-05-18 00:00,MATCH,481 Cople Pits Pond 2,481 Cople Pitts Pond 2 (TL1015749061),0.144144144,481,Cople Pits Pond 2,Freshwater Habitats Trust,HW,2017-05-18 12:00,2017-05-25 00:00,6,No,Yes,Yes,Yes,NA,2017-05-30 00:00,12,0,Negative,positive,481,Hannah,TL1049,TL1015749061,0,Negative,FALSE,TRUE,Negative,NA,1,400,2,3,100,3,4,>30,4,<1,0.709139381,NA,481,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT970,480345,215844,2017-06-20 00:00,2017-06-20 00:00,MATCH,232 QUARRENDON LEAS.1,232 - Quarrendon Leas 1,0.14268461,232,QUARRENDON LEAS.1,Freshwater Habitats Trust,AH,2017-06-20 10:30,2017-06-23 00:00,6,No,No,Yes,Yes,NA,2017-06-29 00:00,12,12,Positive,negative,232,Adrianna,SP8015,SP8034515844,12,Positive,FALSE,FALSE,NA,Positive,1,900,4,4,50,3,3,4,4,95,0.74147452,NA,232,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT994,470264,205746,2017-06-15 00:00,2017-06-15 00:00,MATCH,883 Cuttle Brook Pond,883 - CattLe Brook Pond,0.14268461,883,Cuttle Brook Pond,Freshwater Habitats Trust,PJW,2017-06-15 13:30,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-07-06 00:00,11,0,Negative,negative,883,PJW,SP7005,SP7026405746,0,Negative,FALSE,TRUE,NA,Negative,1,227,1,4,75,3,3,2,4,25,0.75151097,NA,883,N,N,<0.2,<0.02,2,0.1,0.01
FHT668,450461,204066,2017-06-03 00:00,2017-06-03 00:00,MATCH,750 750 Hinksey Upper,750 Hinksey Upper,0.141923436,750,750 Hinksey Upper,Freshwater Habitats Trust,Jeremy,2017-06-03 08:30,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,12,0,Negative,negative,750,Jeremy,SP5004,SP5046104066,0,Negative,FALSE,TRUE,NA,Negative,1,250,3,4,100,3,4,8,3,15,0.657393994,NA,750,Y,N,<0.2,<0.02,2,0.1,0.01
FHT604,502190,245630,2017-05-24 00:00,2017-05-24 00:00,MATCH,37 Woburn Road Pond,37 Wobum Road Pond,0.141841532,37,Woburn Road Pond,Freshwater Habitats Trust,HJ,2017-05-24 14:30,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-01 00:00,11,0,Negative,positive,37,Hanna,TL0245,TL02194563,0,Negative,FALSE,TRUE,Negative,NA,1,2900,1,2,0,2,3,9,2,30,0.664338617,NA,36,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT569,485560,249180,2017-05-17 00:00,2017-05-17 00:00,MATCH,419 Field Barn Pond,419 Field Barn Pond (SP8556 4918),0.141414141,419,Field Barn Pond,Freshwater Habitats Trust,HJ,2017-05-17 10:00,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-02 00:00,11,0,Negative,negative,419,Hanna,SP8549,SP85564918,0,Negative,FALSE,TRUE,NA,Negative,1,30,2,3,0,3,3,3,3,80,0.677755939,NA,419,N,N,10-May,<0.02,1,7.5,0.01
FHT688,466000,208920,2017-06-27 00:00,2017-06-27 00:00,MATCH,922 PEPPERSHILL 922,Peppershill,0.140350877,922,PEPPERSHILL 922,Freshwater Habitats Trust,PJW,2017-06-27 11:00,2017-07-12 00:00,6,No,No,Yes,Yes,NA,2017-07-17 00:00,12,12,Positive,negative,922,PJW,SP6608,SP6600008920,12,Positive,FALSE,FALSE,NA,Positive,1,210,3,4,1,2,3,>12,3,18,0.69702233,NA,922,N,N,<0.2,0.2-0.5,1,0.1,0.35
FHT636,508368,261240,2017-06-14 00:00,2017-06-14 00:00,MATCH,167 Keystow East Open Pond,167 - Keystow East Open Pond,0.139194139,167,Keystow East Open Pond,Freshwater Habitats Trust,HW,2017-06-14 07:45,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-06 00:00,12,0,Negative,positive,167,Hannah,TL0861,TL0836861240,0,Negative,FALSE,TRUE,Negative,NA,1,122,3,2,80,3,4,13,3,0,0.588406045,NA,167,N,N,<0.2,0.5-1,1,0.1,0.75
FHT593,519930,237460,2017-05-18 00:00,2017-05-18 00:00,MATCH,94 Stotfold Road Pond,94 Stotfold Road Pond (TL 1993 3746),0.138888889,94,Stotfold Road Pond,Freshwater Habitats Trust,HW,2017-05-18 08:30,2017-05-25 00:00,6,No,No,Yes,Yes,lots of sediment/bits,2017-05-30 00:00,12,0,Negative,positive,94,Hannah,TL1937,TL19933746,0,Negative,FALSE,TRUE,Negative,NA,1,813,1,4,100,3,4,6,4,90,0.831905717,NA,94,N,N,<0.2,<0.02,2,0.1,0.01
FHT600,504250,249020,2017-05-18 00:00,2017-05-18 00:00,MATCH,452 Beer Factory Pond,452 Beer Factory Pond (TL 0425 4902),0.138888889,452,Beer Factory Pond,Freshwater Habitats Trust,HW,NA,2017-05-25 00:00,6,No,No,Yes,Yes,NA,2017-05-30 00:00,12,0,Negative,positive,452,Hannah,TL0449,TL04254902,0,Negative,FALSE,TRUE,Negative,NA,1,2714,1,1,75,2,3,3,3,20,0.691140044,NA,448,N,N,02-Jan,0.2 to 0.5,0,1.5,0.035
FHT591,510300,249240,2017-05-18 00:00,2017-05-18 00:00,MATCH,150 150 Cople Pits Pond 1 (TL10304924),150 Cople Pits Pond 1 (TL10304924),0.138028896,150,150 Cople Pits Pond 1 (TL10304924),Freshwater Habitats Trust,HW,2017-05-18 12:30,2017-05-25 00:00,6,No,Yes,Yes,Yes,NA,2017-05-30 00:00,12,0,Negative,positive,150,Hannah,TL1049,TL10304924,0,Negative,FALSE,TRUE,Negative,NA,1,222,2,3,90,3,4,>30,4,0,0.717541223,NA,150,N,N,<0.2,0.2 to 0.5,1,0.1,0.35
FHT958,467632,209625,2017-06-12 00:00,2017-06-12 00:00,MATCH,560 BAILEYS FARM,560 - Bailey's Farm,0.135964912,560,BAILEYS FARM,Freshwater Habitats Trust,AH,2017-06-12 15:00,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-22 00:00,12,2,Positive,negative,560,Adrianna,SP6709,SP6763209625,2,Positive,FALSE,FALSE,NA,Positive,1,600,1,4,5,3,3,1,4,40,0.813305409,NA,560,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT632,504847,257339,2017-06-14 00:00,2017-06-14 00:00,MATCH,125 Scald End Farm Dew Pond,125 - Scaldend Farm Pond,0.135735373,125,Scald End Farm Dew Pond,Freshwater Habitats Trust,HW,2017-06-14 09:00,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-10 00:00,12,11,Positive,negative,125,Hannah,TL0457,TL0484757339,11,Positive,FALSE,FALSE,NA,Positive,1,64,4,4,10,3,4,12,2,95,0.59551991,NA,125,N,N,<0.2,0.2-0.5,1,0.1,0.35
FHT634,497680,243340,2017-06-13 00:00,2017-06-13 00:00,MATCH,301 Roxhill Manor Farm Pond,301 - Roxhill Manor Farm Pond,0.134099617,301,Roxhill Manor Farm Pond,Freshwater Habitats Trust,HW,2017-06-13 09:45,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-06 00:00,11,2,Positive,negative,301,Hannah,SP9743,SP97684334,2,Positive,FALSE,FALSE,NA,Positive,1,223,1,2,5,3,4,3,2,80,0.704205125,NA,301,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT586,505890,244170,2017-05-19 00:00,2017-05-19 00:00,MATCH,48 Duck End Pond 1,48 Duck End Pond (TH 05894417),0.133333333,48,Duck End Pond 1,Freshwater Habitats Trust,HW,NA,2017-05-25 00:00,6,No,Yes,Yes,Yes,NA,2017-05-30 00:00,0,3,Positive,positive,48,Hannah,TL0544,TL05894417,3,Positive,FALSE,FALSE,Positive,NA,1,44,2,4,0,3,4,19,3,30,0.725141241,NA,48,N,N,<0.2,<0.02,2,0.1,0.01
FHT1054,518737,245723,2017-06-15 00:00,2017-06-15 00:00,MATCH,356 Fairfield Cottage Pond,356 - Fairfield Cottage Pond,0.132783883,356,Fairfield Cottage Pond,Freshwater Habitats Trust,HW,2017-06-15 12:50,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-05 00:00,12,0,Negative,negative,356,0,TL1845,TL1873745723,0,Negative,FALSE,TRUE,NA,Negative,1,349,2,2,60,3,4,14,2,0,0.685369411,NA,356,N,N,<0.2,0.5-1,1,0.1,0.75
FHT647,498642,248932,2017-06-15 00:00,2017-06-15 00:00,MATCH,299 Golf Course Pond,299 - Golf Course Pond,0.13030303,299,Golf Course Pond,Freshwater Habitats Trust,HJ,NA,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-29 00:00,12,1,Positive,negative,299,Hanna,SP9848,SP9864248932,1,Positive,FALSE,FALSE,NA,Positive,1,370,3,3,10,3,3,5,3,90,0.791447623,NA,299,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT602,503669,238218,2017-05-19 00:00,2017-05-19 00:00,MATCH,349 Dynevor House Fish Pond,349 Dynevor House Fish Pond (TL 03669 38...),0.128787879,349,Dynevor House Fish Pond,Freshwater Habitats Trust,HW,2017-05-19 10:00,2017-06-01 00:00,5,Yes,Yes,Yes,Yes,one tube empty - leaked in transit,2017-06-06 00:00,12,0,Negative,negative,349,Hannah,TL0338,TL0366938218,0,Negative,FALSE,TRUE,NA,Negative,1,8,1,1,30,1,4,13,3,10,0.27430753,NA,349,N,N,2 to 5,1+,0,3.5,1.1
FHT1061,519013,248034,2017-06-15 00:00,2017-06-15 00:00,MATCH,395 Lodge Hide Pond,395 - Lodge hide pond,0.12823726,395,Lodge Hide Pond,Freshwater Habitats Trust,HW,2017-06-15 10:00,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-04 00:00,12,0,Negative,negative,395,Hannah,TL1948,TL1901348034,0,Negative,FALSE,TRUE,NA,Negative,1,37,1,3,4,3,4,6,4,0,0.669489633,NA,395,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT1068,496331,243284,2017-06-22 00:00,2017-06-22 00:00,MATCH,378 Broadlands Pond,378 - Broadlands Pond,0.12823726,378,Broadlands Pond,Freshwater Habitats Trust,HW,2017-06-22 10:00,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-04 00:00,12,0,Negative,negative,378,Hannah,SP9643,SP9633143284,0,Negative,FALSE,TRUE,NA,Negative,1,392,1,1,80,3,3,9,2,0,0.44230248,NA,378,N,N,0.2-0.5,1+,1,0.35,1.1
FHT729,449187,209669,2017-06-03 00:00,2017-06-03 00:00,MATCH,756 756 - Wolverside Temporary,756 - Wolverside Temporary,0.127777778,756,756 - Wolverside Temporary,Freshwater Habitats Trust,JB,2017-06-03 16:00,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-22 00:00,12,0,Negative,negative,756,JB,SP4909,SP4918709669,0,Negative,FALSE,TRUE,NA,Negative,1,1000,4,4,1,3,4,5,3,85,0.749895066,NA,756,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT747,430296,187909,2017-06-03 00:00,2017-06-03 00:00,MATCH,553 Sower Hill Farm,553-Sower Hill Farm,0.127680312,553,Sower Hill Farm,Freshwater Habitats Trust,IS,NA,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-08 00:00,12,0,Negative,negative,553,Ian,SU3087,SU3029687909,0,Negative,FALSE,TRUE,NA,Negative,1,460,1,? - see veg notes,20,3,3,6,3,100,NA,HSI 4,553,Y,N,<0.2,0.05-0.1,1,0.1,0.075
FHT459,484665,213957,2017-06-28 00:00,2017-06-28 00:00,MATCH,128 DUCK POND OAK FARM,123 - Duch Pond Oak Farm,0.127525253,128,DUCK POND OAK FARM,Freshwater Habitats Trust,AH,2017-06-28 12:00,2017-07-03 00:00,6,No,No,Yes,No,dark colouration,2017-07-06 00:00,12,0,Negative,positive,128,Adrianna,SP8413,SP8466513957,0,Negative,FALSE,TRUE,Negative,NA,1,300,2,1,50,1,3,3,3,0,0.297846912,NA,128,N,N,0.2-0.5,0.2-0.5,1,0.35,0.35
FHT1053,518282,240728,2017-06-14 00:00,2017-06-14 00:00,MATCH,162 Henlow Common Pond,162 - Henlow Common Pond,0.126262626,162,Henlow Common Pond,Freshwater Habitats Trust,HW,2017-06-14 15:00,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-05 00:00,12,0,Negative,positive,162,Hannah,TL1840,TL1828240728,0,Negative,FALSE,TRUE,Negative,NA,1,319,3,4,0,3,4,0,3,0,0.480294863,NA,162,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT619,503822,262768,2017-06-21 00:00,2017-06-21 00:00,MATCH,73 Risely School,73 - Riseley School,0.125548246,73,Risely School,Freshwater Habitats Trust,HW,2017-06-21 12:40,2017-07-03 00:00,6,No,No,Yes,No,NA,2017-07-04 00:00,12,0,Negative,positive,73,Hannah,TL0362,TL0382262768,0,Negative,FALSE,TRUE,Negative,NA,1,6,4,4,100,3,4,9,2,90,0.475749833,NA,73,N,N,NA,NA,NA,NA,NA
FHT444,474627,227710,2017-06-08 00:00,2017-06-08 00:00,MATCH,388 ADDINGTON MANOR,388 - Addlington Manor,0.124401914,388,ADDINGTON MANOR,Freshwater Habitats Trust,AH,2017-06-08 11:00,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,11,0,Negative,negative,388,Adrianna,SP7427,SP7462727710,0,Negative,FALSE,TRUE,NA,Negative,1,11000,1,1,10,1,1,0,4,1,0.465483455,NA,387,N,Y,0.2-0.5,0.02-0.05,2,0.35,0.035
FHT710,466500,209480,2017-06-27 00:00,2017-06-27 00:00,MATCH,PIPPERSHILL974B,Peppershill 974B,0.123412698,NA,PIPPERSHILL974B,Freshwater Habitats Trust,PJW,2017-06-27 09:15,2017-07-12 00:00,6,No,No,Yes,Yes,NA,2017-07-17 00:00,12,5,Positive,negative,NA,PJW,SP6609,SP6650009480,5,Positive,FALSE,FALSE,NA,Positive,1,300,2,4,50,3,3,>12,3,3,0.77757486,NA,974B,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT631,507070,260400,2017-06-14 00:00,2017-06-14 00:00,MATCH,296 Airfield Pond,296 - Airfield Pond,0.123323013,296,Airfield Pond,Freshwater Habitats Trust,HW,2017-06-14 08:50,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-04 00:00,12,0,Negative,negative,296,Hannah,TL0760,TL07076040,0,Negative,FALSE,TRUE,NA,Negative,1,363,2,3,2,3,4,5,2,60,0.816893217,NA,296,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT957,476667,211254,2017-06-13 00:00,2017-06-13 00:00,MATCH,336 BLENHEIM FARM,336 - Blenheim Farm,0.123323013,336,BLENHEIM FARM,Freshwater Habitats Trust,AH,2017-06-13 09:00,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-22 00:00,12,2,Positive,negative,336,Adrianna,SP7611,SP7666711254,2,Positive,FALSE,FALSE,NA,Positive,1,320,4,1,70,1,3,2,2,0,0.212719647,NA,336,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT648,516010,249430,2017-06-16 00:00,2017-06-16 00:00,MATCH,340 Willow Farm Pond,340 - Willow Farm Pond,0.121969697,340,Willow Farm Pond,Freshwater Habitats Trust,HJ,NA,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-30 00:00,12,0,Negative,negative,340,Hanna,TL1649,TL16014943,0,Negative,FALSE,TRUE,NA,Negative,1,2750,1,3,10,2,2,9,3,70,0.329377179,NA,339,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT1057,517354,246833,2017-06-15 00:00,2017-06-15 00:00,MATCH,486 Disused Pit (Mr Parrish),486 - Disused Pit (Mr Parrish),0.117460317,486,Disused Pit (Mr Parrish),Freshwater Habitats Trust,HW,2017-06-15 08:45,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-05 00:00,12,0,Negative,negative,486,Hannah,TL1746,TL1735446833,0,Negative,FALSE,TRUE,NA,Negative,1,185,1,4,30,3,1,17,2,30,0.478076696,NA,486,N,N,<0.2,<0.02,2,0.1,0.01
FHT587,506000,244090,2017-05-19 00:00,2017-05-19 00:00,MATCH,161 Scruby Pond,161 - Scruby Pond,0.116993464,161,Scruby Pond,Freshwater Habitats Trust,HW,2017-05-19 14:00,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,12,0,Negative,positive,161,Hannah,TL0644,TL06004409,0,Negative,FALSE,TRUE,Negative,NA,1,99,2,2,0,3,4,19,4,90,0.754012672,NA,161,N,N,<0.2,0.5-1,1,0.1,0.75
